NH1943,2.554054112
NH1944,2.529488097
NH1945,2.577887146
NH1946,2.750976727
NH1947,2.838091139
NH1948,2.592160104
NH1949,2.925671245
NH1950,3.09956742
NH1951,3.061490551
NH1952,3.166457965
NH1953,3.037318625
NH1954,3.007496083
NH1954,3.007496083
NH1955,2.785569093
NH1956,2.995732985
NH1957,2.633868439
NH1958,2.986690674
NH1959,2.816904125
NH1960,2.837057568
NH1961,2.558121277
NH1962,2.787192939
NH1963,2.825294939
NH1964,2.744329389
NH1965,2.745277837
NH1966,2.744145845
NH1967,2.81352027
NH1968,2.873068571
NH1969,2.999100495
NH1970,2.670816364
NH1971,2.767247432
NH1972,2.844397944
NH1973,2.650571462
NH1974,3.067354018
NH1975,3.014089759
NH1976,3.015709207
NH1977,2.854995745
NH1978,2.994754246
NH1979,3.069125836
NH1980,2.82778376
NH1981,2.807418542
NH1983,2.859169333
NH1984,2.990404466
NH1985,2.880522288
NH1986,2.526385333
NH1987,2.597117742
NH1988,2.44658714
NH1989,2.606857894
NH1990,2.531129716
NH1991,3.071542087
NH1992,2.984971258
NH0016,2.581609326
NH0017,2.508037136
NH0018,3.017378455
NH0019,2.768784076
NH0177,2.567967963
NH0178,2.523300485
NH0179,2.763775232
NH0180,2.553504148
NH0181,2.341597758
NH0182,2.496797197
NH0183,2.908658284
NH0184,2.525219746
NH0185,2.749155477
NH0186,2.52228803
NH0187,2.70856286
NH0188,2.856659246
NH0189,2.362585636
NH0190,2.695554405
NH0191,2.557502856
NH0192,2.690243205
NH0193,2.698673902
NH0194,2.72221722
NH0195,2.720534345
NH0196,2.894761231
NH0197,2.710602413
NH0198,2.70285667
NH0199,2.940716917
NH0200,2.82476492
NH0201,2.684075893
NH0203,2.562451783
NH0205,2.360534602
NH0209,2.691354283
NH0213,2.37703633
NH0220,2.743165069
NH0221,2.247319426
NH0222,2.856574601
NH0226,2.80473252
NH0227,2.621928664
NH0228,2.676330513
NH0229,2.619665129
NH0230,2.50317297
NH0231,2.968828163
NH0241,3.091957223
NH0242,2.657979152
NH0243,2.405579174
NH0244,3.007130432
NH0245,2.67505942
NH0246,2.567887394
NH0247,2.885933212
NH0248,2.489447242
NH0249,2.54028164
NH0250,2.868937269
NH0251,2.646507936
NH0252,2.530165451
NH0253,2.974381553
NH0254,2.416825973
NH0255,2.536217409
NH0256,2.460708261
NH0257,2.381849803
NH0258,2.428953708
NH0259,2.379333481
NH0260,2.436084125
NH0261,2.427986625
NH0262,2.421818818
NH0263,2.335425337
NH0264,2.424603106
NH0265,2.261188133
NH0266,2.861758936
NH0267,2.562456625
NH0268,2.593923201
NH0269,2.648324038
NH0270,2.549691576
NH0272,2.427250898
NH0274,2.658757064
NH0276,2.577804727
NH0278,2.782530989
NH0279,2.479652277
NH0280,2.641349178
NH0282,2.646456083
NH0283,2.480395714
NH0285,2.476042331
NH0287,2.748330989
NH0289,2.861386114
NH0290,2.938885458
NH0291,2.765585716
NH0292,2.688834731
NH0293,2.740671011
NH0294,2.603639568
NH0295,2.868240659
NH0296,2.571534356
NH0297,2.674690226
NH0298,2.395965313
NH0299,2.605821503
NH0300,2.687556625
NH0301,2.844994697
NH0302,2.700584383
NH0303,2.769924212
NH0304,2.932733087
NH0305,3.013188678
NH0306,2.576417173
NH0307,2.578893386
NH0308,2.410306115
NH0309,2.836080405
NH0310,2.816582016
NH0311,2.369111215
NH0312,2.64418897
NH0313,2.628009652
NH0314,2.535798081
NH0315,2.834050543
NH0316,3.068795928
NH0317,2.770380465
NH0318,2.661888578
NH0319,3.041045449
NH0320,2.955074439
NH0321,3.070694524
NH0322,2.811025593
NH0323,3.132209712
NH0324,2.689408061
NH0325,2.96351078
NH0326,2.753867094
NH0327,2.6036884
NH0328,2.613919256
NH0329,2.839384576
NH0330,2.665346731
NH0333,2.671320364
NH0334,2.21437086
NH0335,2.971514602
NH0336,2.683147424
NH0337,2.547566902
NH0339,2.64859577
NH0340,2.589236136
NH0342,3.113905833
NH0343,2.668148636
NH0344,2.979921625
NH0345,2.874427227
NH0346,3.339353559
NH0347,2.682640682
NH0348,3.095016545
NH0349,2.402668273
NH0350,3.395244427
NH0351,2.771827386
NH0352,2.67425697
NH0353,2.657489345
NH0356,3.352137595
NH0357,2.557232968
NH0358,2.860888413
NH0359,2.903450947
NH0360,2.866698011
NH0361,2.961151822
NH0362,2.539270674
NH0363,2.603032307
NH0364,2.92440983
NH0365,2.840334746
NH0366,2.59169683
NH0367,2.874831856
NH0368,2.764356991
NH0369,3.000668447
NH0370,2.812455712
NH0371,3.21035243
NH0372,2.745270822
NH0373,3.092530091
NH0374,2.629430697
NH0375,3.047773572
NH0376,3.156203366
NH0377,2.60756927
NH0378,2.958648962
NH0379,2.874087419
NH0380,2.705746606
NH0381,2.745414691
NH0382,2.577513491
NH0383,2.994387189
NH0384,2.747852038
NH0385,3.162208633
NH0386,2.796153159
NH0387,2.808581977
NH0388,3.228663703
NH0389,2.997839193
NH0390,2.466525624
NH0391,3.063983774
NH0392,3.13196103
NH0393,2.993395926
NH0394,2.848799114
NH0395,3.004286735
NH0396,2.803691006
NH0397,2.792596277
NH0398,3.229679953
NH0399,3.049027288
NH0400,3.076792152
NH0401,3.264795405
NH0402,3.398629833
NH0403,2.756329239
NH0404,2.57561483
NH0405,2.730725527
NH0406,2.581132598
NH0407,2.598637553
NH0408,2.634414754
NH0409,2.695120761
NH0410,2.616322273
NH0411,2.752271394
NH0412,2.803718345
NH0413,3.175965981
NH0414,3.29324167
NH0415,3.159180693
NH0416,2.578570172
NH0417,2.813467641
NH0418,2.611633907
NH0419,2.75010842
NH0420,2.75360775
NH0421,2.701061457
NH0422,2.65329573
NH0423,3.346605278
NH0424,2.447746466
NH0425,2.719141383
NH0426,2.696214682
NH0427,2.949469958
NH0428,3.212863447
NH0429,2.387920057
NH0430,2.308694788
NH0431,2.537668098
NH0433,2.708129697
NH0434,2.628016375
NH0435,3.09767117
NH0436,2.880000098
NH0437,2.914281273
NH0438,2.645410258
NH0439,3.274820186
NH0440,3.246150799
NH0441,2.658125917
NH0442,3.138058588
NH0443,2.710924833
NH0444,2.874962922
NH0445,2.807523716
NH0446,2.935182553
NH0447,2.571583193
NH0448,3.23671028
NH0449,2.695764159
NH0450,2.993408496
NH0451,2.67676164
NH0452,2.375949973
NH0453,2.504401379
NH0454,3.052872795
NH0455,2.591299102
NH0456,3.160896045
NH0457,2.672071019
NH0458,2.995717428
NH0459,2.54570136
NH0460,2.768935136
NH0461,2.479373758
NH0462,2.857188439
NH0463,2.689719568
